Insurance Plan Identifier,Insurance Plan Variant Component Type Name,SBC Coverage Name,SBC Coverage Deductible Amount,SBC Coverage Copayment Amount,SBC Coverage Coinsurance Amount,SBC Coverage Limit Amount
27248TX0010004,Non-Exchange variant,Diabetes,3300.00,600.00,60.00,0.00
27248TX0010004,Exchange variant (no CSR),Maternity,3300.00,200.00,2800.00,0.00
27248TX0010004,Exchange variant (no CSR),Treatment of a simple fracture,2500.00,200.00,0.00,0.00
27248TX0010004,Exchange variant (no CSR),Diabetes,3300.00,600.00,60.00,0.00
27248TX0010005,Non-Exchange variant,Maternity,1600.00,400.00,1800.00,0.00
27248TX0010005,Non-Exchange variant,Treatment of a simple fracture,1600.00,400.00,90.00,0.00
27248TX0010005,Non-Exchange variant,Diabetes,1600.00,600.00,100.00,0.00
27248TX0010005,Exchange variant (no CSR),Maternity,1600.00,400.00,1800.00,0.00
27248TX0010005,Exchange variant (no CSR),Treatment of a simple fracture,1600.00,400.00,90.00,0.00
27248TX0010005,Exchange variant (no CSR),Diabetes,1600.00,600.00,100.00,0.00
27248TX0010011,Non-Exchange variant,Maternity,9450.00,0.00,0.00,0.00
27248TX0010011,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
27248TX0010011,Non-Exchange variant,Diabetes,4700.00,0.00,0.00,0.00
27248TX0010011,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,0.00
27248TX0010011,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
27248TX0010011,Exchange variant (no CSR),Diabetes,4700.00,0.00,0.00,0.00
27248TX0010012,Non-Exchange variant,Maternity,3000.00,300.00,3500.00,0.00
27248TX0010012,Non-Exchange variant,Treatment of a simple fracture,2800.00,10.00,0.00,0.00
27248TX0010012,Non-Exchange variant,Diabetes,3000.00,500.00,70.00,0.00
27248TX0010012,Exchange variant (no CSR),Maternity,3000.00,300.00,3500.00,0.00
27248TX0010012,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,10.00,0.00,0.00
27248TX0010012,Exchange variant (no CSR),Diabetes,3000.00,500.00,70.00,0.00
27248TX0010013,Non-Exchange variant,Maternity,9100.00,0.00,0.00,0.00
27248TX0010013,Non-Exchange variant,Treatment of a simple fracture,2500.00,70.00,0.00,0.00
27248TX0010013,Non-Exchange variant,Diabetes,4100.00,300.00,0.00,0.00
27248TX0010013,Exchange variant (no CSR),Maternity,9100.00,0.00,0.00,0.00
27248TX0010013,Exchange variant (no CSR),Treatment of a simple fracture,2500.00,70.00,0.00,0.00
27248TX0010013,Exchange variant (no CSR),Diabetes,4100.00,300.00,0.00,0.00
27248TX0010016,Non-Exchange variant,Maternity,8100.00,0.00,1400.00,60.00
27248TX0010016,Non-Exchange variant,Treatment of a simple fracture,2800.00,10.00,0.00,0.00
27248TX0010016,Non-Exchange variant,Diabetes,4300.00,400.00,0.00,20.00
27248TX0010016,Exchange variant (no CSR),Maternity,8100.00,0.00,1400.00,60.00
27248TX0010016,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,10.00,0.00,0.00
27248TX0010016,Exchange variant (no CSR),Diabetes,4300.00,400.00,0.00,20.00
27248TX0010018,Non-Exchange variant,Maternity,7500.00,0.00,1900.00,60.00
27248TX0010018,Non-Exchange variant,Treatment of a simple fracture,2100.00,500.00,0.00,0.00
27248TX0010018,Non-Exchange variant,Diabetes,4000.00,700.00,0.00,20.00
27248TX0010018,Exchange variant (no CSR),Maternity,7500.00,0.00,1900.00,60.00
27248TX0010018,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,500.00,0.00,0.00
27248TX0010018,Exchange variant (no CSR),Diabetes,4000.00,700.00,0.00,20.00
27248TX0010019,Non-Exchange variant,Maternity,4500.00,30.00,2800.00,0.00
27248TX0010019,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
27248TX0010019,Non-Exchange variant,Diabetes,4100.00,500.00,0.00,0.00
27248TX0010019,Exchange variant (no CSR),Maternity,4500.00,30.00,2800.00,0.00
27248TX0010019,Exchange variant (no CSR),Treatment of a simple fracture,2500.00,200.00,0.00,0.00
27248TX0010019,Exchange variant (no CSR),Diabetes,4100.00,500.00,0.00,0.00
27248TX0010020,Non-Exchange variant,Maternity,4140.00,0.00,4960.00,60.00
27248TX0010020,Non-Exchange variant,Treatment of a simple fracture,853.00,400.00,563.00,0.00
27248TX0010020,Non-Exchange variant,Diabetes,1290.00,1620.00,572.00,55.00
27248TX0010020,Exchange variant (no CSR),Maternity,4140.00,0.00,4960.00,60.00
27248TX0010020,Exchange variant (no CSR),Treatment of a simple fracture,853.00,400.00,563.00,0.00
27248TX0010020,Exchange variant (no CSR),Diabetes,1290.00,1620.00,572.00,55.00
27248TX0010021,Non-Exchange variant,Maternity,1500.00,100.00,2100.00,0.00
27248TX0010021,Non-Exchange variant,Treatment of a simple fracture,1500.00,400.00,100.00,0.00
27248TX0010021,Non-Exchange variant,Diabetes,1500.00,700.00,100.00,0.00
27248TX0010021,Exchange variant (no CSR),Maternity,1500.00,100.00,2100.00,0.00
27248TX0010021,Exchange variant (no CSR),Treatment of a simple fracture,1500.00,400.00,100.00,0.00
27248TX0010021,Exchange variant (no CSR),Diabetes,1500.00,700.00,100.00,0.00
27248TX0010022,Non-Exchange variant,Maternity,1800.00,300.00,2100.00,0.00
27248TX0010022,Non-Exchange variant,Treatment of a simple fracture,1800.00,200.00,50.00,0.00
27248TX0010022,Non-Exchange variant,Diabetes,1800.00,500.00,100.00,0.00
27248TX0010022,Exchange variant (no CSR),Maternity,1800.00,300.00,2100.00,0.00
27248TX0010022,Exchange variant (no CSR),Treatment of a simple fracture,1800.00,200.00,50.00,0.00
27248TX0010022,Exchange variant (no CSR),Diabetes,1800.00,500.00,100.00,0.00
33602TX0880409,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880409,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880410,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880410,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880410,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880411,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880411,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880378,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880411,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880412,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880378,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880412,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880412,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880413,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880379,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880413,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880413,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880379,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880414,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880414,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880379,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880414,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880415,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880415,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880380,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880415,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880416,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880380,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880416,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880416,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880380,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880417,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880417,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880417,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880418,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880418,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880381,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880418,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880419,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880419,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880381,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880419,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880420,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880420,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880381,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880420,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880421,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880421,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880382,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880421,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880422,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880382,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880422,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880422,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880382,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880423,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880423,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880423,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880383,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880424,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880424,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880383,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880424,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880425,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880383,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880425,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880425,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880384,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880426,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880426,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880426,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880384,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880427,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880384,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880427,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880427,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880428,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880385,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880428,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880428,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880385,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880429,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880429,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880429,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880385,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880430,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880430,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880386,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880430,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880431,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880431,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880386,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880431,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880432,Non-Exchange variant,Maternity,1250.00,700.00,2100.00,60.00
33602TX0880386,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880432,Non-Exchange variant,Treatment of a simple fracture,1250.00,700.00,100.00,0.00
33602TX0880432,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880433,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880387,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880433,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880433,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880387,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880434,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880434,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880387,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880434,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880435,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880435,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880388,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880435,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880436,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880436,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880436,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880388,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880437,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880437,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880437,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880388,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880438,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880438,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880438,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880389,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880439,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880439,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880389,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880439,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880440,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880440,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880389,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880440,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880441,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880390,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880441,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880390,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880441,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880442,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880390,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880442,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880442,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880443,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880391,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880443,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880443,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880391,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880444,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880444,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880391,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880444,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880445,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880392,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880445,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880445,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880392,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880446,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880446,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880446,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880392,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880447,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880447,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880393,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880447,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880448,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880448,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880393,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880448,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880449,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880393,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880449,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880394,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880449,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880450,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880450,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880394,Non-Exchange variant,Treatment of a simple fracture,1500.00,700.00,100.00,0.00
33602TX0880450,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880451,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880394,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0880451,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
33602TX0880451,Non-Exchange variant,Diabetes,500.00,700.00,80.00,20.00
33602TX0880395,Non-Exchange variant,Maternity,1500.00,200.00,2200.00,60.00
33602TX0880452,Non-Exchange variant,Maternity,500.00,400.00,600.00,60.00
33602TX0880452,Non-Exchange variant,Treatment of a simple fracture,500.00,600.00,300.00,0.00
