HIOS Plan ID,Level of Coverage,CSR Variation Type,Issuer Actuarial Value,AV Calculator Output Number,Medical and Drug Deductibles Integrated ,Medical and Drug Maximum Out Of Pocket Integrated ,Multiple In Network Tiers ,1st Tier Utilization,2nd Tier Utilization, Plan Brochure,URL for Summary of Benefits and Coverage,HSA Eligible,HSA\HRA Employer Contribution,HSA\HRA Employer Contribution Amount,Maximum Coinsurance for Specialty Drugs,Maximum Number of Days for Charging an Inpatient Copay,Begin Primary Care Cost Sharing After a Set Number of Visits,Begin Primary Care Deductible\ Coinsurance After a Set Number of Copays,Plan Variant Marketing Name
33602TX0460701,Silver,Non-Exchange variant,,70.45,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 205
33602TX0460743,Expanded Bronze,Exchange variant (no CSR),,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460743,Expanded Bronze,Non-Exchange variant,,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
66252TX0240001,Platinum,Non-Exchange variant,,91.86,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Platinum.pdf,No,No,,,,2,,CHRISTUS Platinum
33602TX0471050,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
87226TX0060012,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0060012-00.pdf,No,No,,,,,,Standard Gold VALUE
87226TX0060012,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0060012-00.pdf,No,No,,,,,,Standard Gold VALUE
87226TX0070011,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0070011-00.pdf,No,No,,,,,,Standard Silver VALUE
87226TX0070011,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0070011-00.pdf,No,No,,,,,,Standard Silver VALUE
87226TX0080007,Silver,Exchange variant (no CSR),71.04,71.04,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080007-00.pdf,No,No,,,,,,Clear VALUE Silver
87226TX0080007,Silver,Non-Exchange variant,71.04,71.04,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080007-00.pdf,No,No,,,,,,Clear VALUE Silver
87226TX0080009,Silver,Exchange variant (no CSR),70.23,72.08,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080009-00.pdf,No,No,,,,,,Focused VALUE Silver
87226TX0080009,Silver,Non-Exchange variant,70.23,72.08,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080009-00.pdf,No,No,,,,,,Focused VALUE Silver
33602TX0470583,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814
33602TX0470590,Silver,Non-Exchange variant,,70.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 818
33602TX0470611,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807
33602TX0470662,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801
33602TX0470705,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814
33602TX0470631,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808
33602TX0471080,Silver,Non-Exchange variant,,71.47,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 925
33602TX0471086,Silver,Non-Exchange variant,,71.47,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 925
33602TX0471088,Silver,Non-Exchange variant,,71.47,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 925
33602TX0460738,Expanded Bronze,Exchange variant (no CSR),,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460738,Expanded Bronze,Non-Exchange variant,,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460748,Expanded Bronze,Exchange variant (no CSR),,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460748,Expanded Bronze,Non-Exchange variant,,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460777,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460831,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460831,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460957,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460957,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460959,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460959,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460960,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460960,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460964,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460964,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460972,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460972,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460973,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460973,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0461066,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0461066,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0461048,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0461048,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0461081,Gold,Exchange variant (no CSR),,78.91,Yes,Yes,Yes,70%,30%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa01bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 403
33602TX0461081,Gold,Non-Exchange variant,,78.91,Yes,Yes,Yes,70%,30%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa01bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 403
33602TX0870120,Gold,Exchange variant (no CSR),,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0870120,Gold,Non-Exchange variant,,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
37755TX0130027,Gold,Non-Exchange variant,,81.91,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Gold PPO 100 3000
37755TX0130033,Gold,Non-Exchange variant,,79.72,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Gold PPO 80 750
37755TX0130034,Gold,Non-Exchange variant,,79.72,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Gold PPO 80 750
37755TX0260001,Bronze,Non-Exchange variant,,61.64,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Bronze PPO 100 9450 INV
33602TX0870246,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870246,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870272,Gold,Exchange variant (no CSR),,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870272,Gold,Non-Exchange variant,,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870283,Gold,Exchange variant (no CSR),,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870283,Gold,Non-Exchange variant,,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870262,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870262,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870238,Silver,Exchange variant (no CSR),,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870238,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870240,Silver,Exchange variant (no CSR),,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870240,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870267,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870267,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870281,Gold,Exchange variant (no CSR),,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870281,Gold,Non-Exchange variant,,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870284,Gold,Exchange variant (no CSR),,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870284,Gold,Non-Exchange variant,,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
40220TX0070113,Platinum,Non-Exchange variant,91.80,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Platinum 1250-1
71837TX0010003,Expanded Bronze,Exchange variant (no CSR),,64.69,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000300.pdf,No,No,,,,,,Sendero Health Ideal Bronze / $25 PCP / $11 Gen Rx
71837TX0010003,Expanded Bronze,Non-Exchange variant,,64.69,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000300.pdf,No,No,,,,,,Sendero Health Ideal Bronze / $25 PCP / $11 Gen Rx
71837TX0010006,Platinum,Non-Exchange variant,,92.00,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000600.pdf,No,No,,,,,,Sendero Health Central Platinum
71837TX0010022,Silver,Exchange variant (no CSR),,71.85,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001002200.pdf,No,No,,,,,,Sendero Health Austin512 Silver / $40 PCP / $15 Gen Rx / $75 Specialist / $0 Deductible
71837TX0010022,Silver,Non-Exchange variant,,71.85,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001002200.pdf,No,No,,,,,,Sendero Health Austin512 Silver / $40 PCP / $75 Specialist / $15 Gen Rx / $0 Deductible
33602TX0471391,Platinum,Non-Exchange variant,,90.41,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsk03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 202
33602TX0471392,Platinum,Non-Exchange variant,,90.41,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsk03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 202
33602TX0460844,Silver,Non-Exchange variant,,70.23,No,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa28bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 601
33602TX0460863,Gold,Exchange variant (no CSR),,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460863,Gold,Non-Exchange variant,,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460936,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460936,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460953,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460953,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0471038,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471041,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471045,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471052,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471056,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471057,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471058,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471060,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471064,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471067,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471068,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471244,Silver,Non-Exchange variant,,71.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsj50bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 102
33602TX0471073,Silver,Non-Exchange variant,,71.47,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 925
33602TX0880174,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801-in vitro
